,SKI_ID,Ski_Long,Ski_Lat,NCA,STATE,NAME,SnotelID,Snotel_dist_km,Snotel_elev,ref mean SMD,ref std SMD,1920 mean SMD,1920 std SMD,1920 percent loss SMD,1930 mean SMD,1930 std SMD,1930 percent loss SMD,1940 mean SMD,1940 std SMD,1940 percent loss SMD,1950 mean SMD,1950 std SMD,1950 percent loss SMD,1960 mean SMD,1960 std SMD,1960 percent loss SMD,1970 mean SMD,1970 std SMD,1970 percent loss SMD,1980 mean SMD,1980 std SMD,1980 percent loss SMD,1990 mean SMD,1990 std SMD,1990 percent loss SMD,2000 mean SMD,2000 std SMD,2000 percent loss SMD,2010 mean SMD,2010 std SMD,2010 percent loss SMD,2020 mean SMD,2020 std SMD,2020 percent loss SMD,2030 mean SMD,2030 std SMD,2030 percent loss SMD,2040 mean SMD,2040 std SMD,2040 percent loss SMD,2050 mean SMD,2050 std SMD,2050 percent loss SMD,2060 mean SMD,2060 std SMD,2060 percent loss SMD,2070 mean SMD,2070 std SMD,2070 percent loss SMD,2080 mean SMD,2080 std SMD,2080 percent loss SMD,2090 mean SMD,2090 std SMD,2090 percent loss SMD,2100 mean SMD,2100 std SMD,2100 percent loss SMD
0,1000,-111.69813972,35.32980165,Southwest,ARIZONA,Snowbowl Ski Area,300,4.28991411,,38.5,1.32,47.58,10.68,0.24,42.45,10.84,0.1,41.0,10.38,0.06,40.38,12.88,0.05,40.83,12.94,0.06,43.68,12.14,0.13,38.15,12.31,0.01,37.83,11.87,0.02,39.5,11.67,0.03,32.2,11.44,0.16,30.32,11.74,0.21,26.58,10.83,0.31,21.48,9.83,0.44,19.45,8.76,0.49,13.12,6.98,0.66,10.8,7.41,0.72,8.02,5.73,0.79,4.65,3.95,0.88,3.95,4.12,0.9
1,1001,-109.56682459,33.95544762,Southwest,ARIZONA,Sunrise Peak Ski Area,283,6.45792588,,91.45,3.56,98.92,13.45,0.08,102.15,12.7,0.12,98.78,13.89,0.08,97.55,14.45,0.07,96.32,12.78,0.05,102.7,15.6,0.12,92.38,13.01,0.01,91.05,13.27,0.0,94.05,13.22,0.03,84.65,10.09,0.07,80.88,14.22,0.12,72.18,11.66,0.21,62.48,14.71,0.32,56.65,12.19,0.38,45.88,9.86,0.5,37.33,12.28,0.59,32.1,12.66,0.65,26.25,9.97,0.71,18.82,10.19,0.79
2,1002,-120.23595959,39.15623889,Southwest,CALIFORNIA,Alpine Meadows Ski Area,336,2.22122956,,67.79,5.09,69.05,16.44,0.02,73.62,14.32,0.09,74.25,15.68,0.1,73.4,21.37,0.08,74.85,23.5,0.1,80.35,18.16,0.19,65.92,20.57,0.03,71.65,18.19,0.06,69.45,20.48,0.02,61.78,18.74,0.09,54.88,15.02,0.19,48.42,16.79,0.29,40.6,14.07,0.4,33.58,14.08,0.5,25.52,9.59,0.62,21.42,14.96,0.68,15.38,8.28,0.77,10.9,7.42,0.84,9.93,8.07,0.85
3,1003,-119.6613241,37.65966014,Southwest,CALIFORNIA,Badger Pass Ski Area,10051,9.59059101,,61.33,2.64,65.58,15.28,0.07,66.18,15.68,0.08,65.85,13.83,0.07,66.05,18.71,0.08,68.65,19.91,0.12,73.0,15.57,0.19,59.05,17.3,0.04,63.65,17.04,0.04,61.12,17.9,0.0,55.22,17.22,0.1,51.45,14.69,0.16,45.28,16.12,0.26,36.22,13.44,0.41,31.95,12.38,0.48,23.2,8.85,0.62,19.88,13.09,0.68,14.1,8.62,0.77,10.6,6.91,0.83,9.05,7.61,0.85
4,1004,-120.05184393,38.48979718,Southwest,CALIFORNIA,Bear Valley Ski Area,10041,4.6809661,,84.83,4.99,88.72,17.68,0.05,90.7,14.97,0.07,90.2,14.99,0.06,89.52,22.03,0.06,91.6,22.92,0.08,98.3,17.44,0.16,84.22,21.06,0.01,88.75,17.13,0.05,86.55,19.42,0.02,78.47,18.76,0.07,72.1,15.55,0.15,65.9,16.83,0.22,55.92,15.63,0.34,48.28,15.12,0.43,37.95,10.63,0.55,33.25,16.21,0.61,26.5,11.53,0.69,19.73,9.57,0.77,16.85,9.42,0.8
5,1005,-120.34830534,39.33010726,Southwest,CALIFORNIA,Boreal Ridge Ski Area,310,1.75908944,,66.04,3.29,70.0,15.88,0.06,71.7,14.26,0.09,71.55,14.86,0.08,70.8,20.16,0.07,71.5,20.68,0.08,78.35,16.79,0.19,65.7,19.0,0.01,69.53,17.53,0.05,66.68,19.0,0.01,60.5,17.97,0.08,54.62,14.34,0.17,48.3,16.97,0.27,40.22,14.06,0.39,35.08,13.01,0.47,26.25,9.09,0.6,22.35,15.24,0.66,16.52,8.6,0.75,11.95,7.92,0.82,10.52,8.19,0.84
6,1006,-119.1574507,37.22589934,Southwest,CALIFORNIA,Chinese Peak Ski Area,10066,5.32097397,,72.97,4.16,79.2,15.58,0.09,78.2,16.13,0.07,77.15,14.18,0.06,76.7,19.5,0.05,79.38,21.6,0.09,86.2,16.85,0.18,71.8,19.84,0.02,75.28,16.68,0.03,72.58,18.72,0.01,66.5,18.5,0.09,61.42,15.55,0.16,55.0,16.46,0.25,44.6,15.09,0.39,38.58,13.92,0.47,29.78,9.65,0.59,25.05,13.71,0.66,18.62,9.89,0.74,13.55,8.61,0.81,11.4,8.17,0.84
7,1007,-119.94174185,38.18723608,Southwest,CALIFORNIA,Dodge Ridge Ski Area,10038,4.4294176,,25.93,2.01,25.62,9.59,0.01,27.05,12.27,0.04,27.75,9.16,0.07,27.3,13.97,0.05,29.45,14.36,0.14,31.42,11.36,0.21,23.92,10.29,0.08,26.28,12.15,0.01,28.02,12.32,0.08,21.38,11.54,0.18,17.62,10.43,0.32,16.95,12.61,0.35,12.9,7.2,0.5,12.2,8.07,0.53,6.65,4.97,0.74,6.4,6.91,0.75,3.7,4.0,0.86,2.55,3.73,0.9,2.45,3.46,0.91
8,1008,-120.33851695,39.32081162,Southwest,CALIFORNIA,Donner Summit Ski Area,310,2.7491593,,66.04,3.29,70.0,15.88,0.06,71.7,14.26,0.09,71.55,14.86,0.08,70.8,20.16,0.07,71.5,20.68,0.08,78.35,16.79,0.19,65.7,19.0,0.01,69.53,17.53,0.05,66.68,19.0,0.01,60.5,17.97,0.08,54.62,14.34,0.17,48.3,16.97,0.27,40.22,14.06,0.39,35.08,13.01,0.47,26.25,9.09,0.6,22.35,15.24,0.66,16.52,8.6,0.75,11.95,7.92,0.82,10.52,8.19,0.84
9,1009,-116.85918518,34.21842822,Southwest,CALIFORNIA,Gold Mine Ski Area,10079,245.04257042,,2.7,1.02,4.08,3.34,0.51,3.4,4.64,0.26,3.8,3.89,0.41,2.45,2.92,0.09,3.48,4.39,0.29,3.1,3.61,0.15,2.6,3.05,0.04,1.92,2.86,0.29,2.6,3.25,0.04,1.85,2.49,0.31,1.82,2.6,0.32,1.42,2.21,0.47,0.8,1.54,0.7,1.0,2.09,0.63,0.57,1.76,0.79,0.5,1.07,0.81,0.28,0.77,0.9,0.15,0.57,0.94,0.1,0.49,0.96
10,1010,-117.036556,34.21458218,Southwest,CALIFORNIA,Green Valley Ski Area,10079,238.0881637,,2.7,1.02,4.08,3.34,0.51,3.4,4.64,0.26,3.8,3.89,0.41,2.45,2.92,0.09,3.48,4.39,0.29,3.1,3.61,0.15,2.6,3.05,0.04,1.92,2.86,0.29,2.6,3.25,0.04,1.85,2.49,0.31,1.82,2.6,0.32,1.42,2.21,0.47,0.8,1.54,0.7,1.0,2.09,0.63,0.57,1.76,0.79,0.5,1.07,0.81,0.28,0.77,0.9,0.15,0.57,0.94,0.1,0.49,0.96
11,1011,-120.17270593,39.07923689,Southwest,CALIFORNIA,Homewood Ski Area,10092,7.34136489,,67.79,5.09,69.05,16.44,0.02,73.62,14.32,0.09,74.25,15.68,0.1,73.4,21.37,0.08,74.85,23.5,0.1,80.35,18.16,0.19,65.92,20.57,0.03,71.65,18.19,0.06,69.45,20.48,0.02,61.78,18.74,0.09,54.88,15.02,0.19,48.42,16.79,0.29,40.6,14.07,0.4,33.58,14.08,0.5,25.52,9.59,0.62,21.42,14.96,0.68,15.38,8.28,0.77,10.9,7.42,0.84,9.93,8.07,0.85
12,1012,-119.07491785,37.75508027,Southwest,CALIFORNIA,June Mountain Ski Area,10109,0.28253891,,116.4,4.17,117.78,15.0,0.01,124.6,15.4,0.07,122.52,10.87,0.05,120.58,19.36,0.04,123.08,19.25,0.06,130.32,16.8,0.12,118.65,17.94,0.02,119.7,13.42,0.03,118.85,14.29,0.02,112.58,17.27,0.03,107.32,15.14,0.08,100.08,17.05,0.14,90.6,15.75,0.22,79.15,16.94,0.32,68.7,14.39,0.41,60.9,19.47,0.48,53.08,16.08,0.54,42.08,15.26,0.64,37.25,15.11,0.68
13,1013,-120.06275463,38.67401937,Southwest,CALIFORNIA,Kirkwood Ski Area,10027,4.34052837,,84.83,4.99,88.72,17.68,0.05,90.7,14.97,0.07,90.2,14.99,0.06,89.52,22.03,0.06,91.6,22.92,0.08,98.3,17.44,0.16,84.22,21.06,0.01,88.75,17.13,0.05,86.55,19.42,0.02,78.47,18.76,0.07,72.1,15.55,0.15,65.9,16.83,0.22,55.92,15.63,0.34,48.28,15.12,0.43,37.95,10.63,0.55,33.25,16.21,0.61,26.5,11.53,0.69,19.73,9.57,0.77,16.85,9.42,0.8
14,1014,-119.02095878,37.6398962,Southwest,CALIFORNIA,Mammoth Mountain Ski Area,10115,3.46597371,,162.03,1.75,166.4,10.83,0.03,175.62,9.34,0.08,172.85,9.04,0.07,170.95,12.06,0.06,172.9,13.29,0.07,174.4,11.47,0.08,167.58,12.51,0.03,167.4,10.1,0.03,164.85,11.25,0.02,161.68,12.0,0.0,156.48,13.6,0.03,148.68,11.27,0.08,142.22,13.13,0.12,128.93,15.45,0.2,118.9,12.27,0.27,107.3,16.72,0.34,98.42,16.86,0.39,88.98,19.33,0.45,82.75,18.63,0.49
15,1015,-117.61370891,34.27225198,Southwest,CALIFORNIA,Mount Baldy Ski Lifts,10079,213.82038574,,4.01,1.25,5.8,3.69,0.45,4.62,5.37,0.15,5.2,5.37,0.3,3.92,4.17,0.02,4.82,5.15,0.2,4.72,4.5,0.18,3.6,3.69,0.1,2.85,3.67,0.29,4.03,4.0,0.0,3.22,3.63,0.2,2.42,3.03,0.4,2.4,2.98,0.4,1.3,1.96,0.68,1.68,2.78,0.58,0.82,2.07,0.79,0.8,1.42,0.8,0.5,1.12,0.88,0.2,0.78,0.95,0.18,0.63,0.96
16,1016,-122.20102509,41.32661501,Southwest,CALIFORNIA,Mount Shasta Ski Park,10012,4.38760254,,66.8,4.07,74.92,17.08,0.12,71.53,14.49,0.07,72.08,14.64,0.08,70.38,20.04,0.05,71.47,20.76,0.07,76.22,15.43,0.14,66.15,20.35,0.01,71.0,18.09,0.06,68.18,18.65,0.02,61.8,17.19,0.07,55.8,15.03,0.16,49.15,18.67,0.26,42.2,14.58,0.37,38.1,14.35,0.43,27.7,9.82,0.59,24.48,15.49,0.63,18.7,9.02,0.72,13.58,8.07,0.8,12.98,9.42,0.81
17,1017,-117.68588926,34.37136956,Southwest,CALIFORNIA,Mountain High Resort,10079,201.55685564,,4.01,1.25,5.8,3.69,0.45,4.62,5.37,0.15,5.2,5.37,0.3,3.92,4.17,0.02,4.82,5.15,0.2,4.72,4.5,0.18,3.6,3.69,0.1,2.85,3.67,0.29,4.03,4.0,0.0,3.22,3.63,0.2,2.42,3.03,0.4,2.4,2.98,0.4,1.3,1.96,0.68,1.68,2.78,0.58,0.82,2.07,0.79,0.8,1.42,0.8,0.5,1.12,0.88,0.2,0.78,0.95,0.18,0.63,0.96
18,1018,-120.13761931,39.2580735,Southwest,CALIFORNIA,North Star Ski Area,334,5.78729484,,65.45,3.61,68.53,16.0,0.05,71.62,14.41,0.09,71.75,14.64,0.1,70.75,20.22,0.08,72.5,22.27,0.11,78.55,17.34,0.2,64.18,19.05,0.02,69.03,17.85,0.05,66.58,19.92,0.02,60.2,18.1,0.08,53.82,15.02,0.18,46.95,16.82,0.28,39.48,13.7,0.4,34.02,13.22,0.48,25.52,9.79,0.61,21.58,14.89,0.67,15.92,8.58,0.76,11.42,7.61,0.83,10.55,8.44,0.84
19,1019,-120.07808621,38.7962413,Southwest,CALIFORNIA,Sierra Ski Ranch,10089,5.85732903,,67.79,5.09,69.05,16.44,0.02,73.62,14.32,0.09,74.25,15.68,0.1,73.4,21.37,0.08,74.85,23.5,0.1,80.35,18.16,0.19,65.92,20.57,0.03,71.65,18.19,0.06,69.45,20.48,0.02,61.78,18.74,0.09,54.88,15.02,0.19,48.42,16.79,0.29,40.6,14.07,0.4,33.58,14.08,0.5,25.52,9.59,0.62,21.42,14.96,0.68,15.38,8.28,0.77,10.9,7.42,0.84,9.93,8.07,0.85
20,1020,-116.89121084,34.22794134,Southwest,CALIFORNIA,Snow Summit Ski Area,10079,242.74355947,,2.7,1.02,4.08,3.34,0.51,3.4,4.64,0.26,3.8,3.89,0.41,2.45,2.92,0.09,3.48,4.39,0.29,3.1,3.61,0.15,2.6,3.05,0.04,1.92,2.86,0.29,2.6,3.25,0.04,1.85,2.49,0.31,1.82,2.6,0.32,1.42,2.21,0.47,0.8,1.54,0.7,1.0,2.09,0.63,0.57,1.76,0.79,0.5,1.07,0.81,0.28,0.77,0.9,0.15,0.57,0.94,0.1,0.49,0.96
21,1021,-120.25296629,39.1957757,Southwest,CALIFORNIA,Squaw Valley Ski Area,330,0.85892423,,29.63,2.27,28.4,10.09,0.04,32.98,12.4,0.11,33.28,10.49,0.12,32.12,14.99,0.08,32.95,16.17,0.11,35.05,11.27,0.18,27.55,11.73,0.07,30.38,13.29,0.03,32.17,13.32,0.09,25.15,13.47,0.15,21.22,12.06,0.28,19.73,13.53,0.33,15.28,7.89,0.48,13.25,8.3,0.55,7.72,6.36,0.74,7.38,7.93,0.75,4.42,4.42,0.85,3.05,4.17,0.9,2.72,3.96,0.91
22,1022,-120.33445061,39.30132248,Southwest,CALIFORNIA,Sugar Bowl Ski Area,310,4.29519152,,66.04,3.29,70.0,15.88,0.06,71.7,14.26,0.09,71.55,14.86,0.08,70.8,20.16,0.07,71.5,20.68,0.08,78.35,16.79,0.19,65.7,19.0,0.01,69.53,17.53,0.05,66.68,19.0,0.01,60.5,17.97,0.08,54.62,14.34,0.17,48.3,16.97,0.27,40.22,14.06,0.39,35.08,13.01,0.47,26.25,9.09,0.6,22.35,15.24,0.66,16.52,8.6,0.75,11.95,7.92,0.82,10.52,8.19,0.84
23,1023,-120.27139647,39.36396187,Southwest,CALIFORNIA,Tahoe Donner Ski Area,321,7.97070607,,66.04,3.29,70.0,15.88,0.06,71.7,14.26,0.09,71.55,14.86,0.08,70.8,20.16,0.07,71.5,20.68,0.08,78.35,16.79,0.19,65.7,19.0,0.01,69.53,17.53,0.05,66.68,19.0,0.01,60.5,17.97,0.08,54.62,14.34,0.17,48.3,16.97,0.27,40.22,14.06,0.39,35.08,13.01,0.47,26.25,9.09,0.6,22.35,15.24,0.66,16.52,8.6,0.75,11.95,7.92,0.82,10.52,8.19,0.84
24,1024,-120.13550535,39.04863465,Southwest,CALIFORNIA,Tahoe Ski Bowl Area,10090,5.30086352,,67.79,5.09,69.05,16.44,0.02,73.62,14.32,0.09,74.25,15.68,0.1,73.4,21.37,0.08,74.85,23.5,0.1,80.35,18.16,0.19,65.92,20.57,0.03,71.65,18.19,0.06,69.45,20.48,0.02,61.78,18.74,0.09,54.88,15.02,0.19,48.42,16.79,0.29,40.6,14.07,0.4,33.58,14.08,0.5,25.52,9.59,0.62,21.42,14.96,0.68,15.38,8.28,0.77,10.9,7.42,0.84,9.93,8.07,0.85
25,1025,-105.87435873,39.62821612,Southwest,COLORADO,Arapaho Basin Ski Area,374,2.44406092,,216.06,1.8,222.85,7.98,0.03,229.45,9.26,0.06,225.5,8.12,0.04,228.15,10.81,0.06,228.62,9.08,0.06,229.88,9.69,0.06,227.58,8.83,0.05,220.58,8.86,0.02,221.78,8.65,0.03,217.72,8.61,0.01,213.62,6.38,0.01,205.02,10.84,0.05,201.5,7.22,0.07,192.0,6.51,0.11,185.12,10.56,0.14,176.92,10.35,0.18,169.45,9.14,0.22,164.25,11.34,0.24,156.9,11.09,0.27
26,1026,-106.86304846,39.15974364,Southwest,COLORADO,Aspen Highlands Ski Area,439,20.97088647,,183.68,1.83,187.52,12.5,0.02,197.6,10.5,0.08,194.8,11.52,0.06,196.1,11.61,0.07,194.52,10.6,0.06,197.62,13.62,0.08,189.9,12.31,0.03,188.92,10.06,0.03,189.8,8.84,0.03,181.4,11.62,0.01,175.7,13.07,0.04,166.9,13.28,0.09,160.55,11.53,0.13,147.72,13.17,0.2,139.35,14.74,0.24,127.1,15.79,0.31,117.42,17.0,0.36,109.42,18.51,0.4,99.5,17.53,0.46
27,1027,-106.81697574,39.16996734,Southwest,COLORADO,Aspen Mountain Ski Area,354,18.18082114,,183.68,1.83,187.52,12.5,0.02,197.6,10.5,0.08,194.8,11.52,0.06,196.1,11.61,0.07,194.52,10.6,0.06,197.62,13.62,0.08,189.9,12.31,0.03,188.92,10.06,0.03,189.8,8.84,0.03,181.4,11.62,0.01,175.7,13.07,0.04,166.9,13.28,0.09,160.55,11.53,0.13,147.72,13.17,0.2,139.35,14.74,0.24,127.1,15.79,0.31,117.42,17.0,0.36,109.42,18.51,0.4,99.5,17.53,0.46
28,1028,-106.52811799,39.60078526,Southwest,COLORADO,Beaver Creek Ski Area,397,0.96345003,,200.12,1.34,205.68,10.06,0.03,214.62,9.19,0.07,210.8,9.46,0.05,212.18,9.75,0.06,211.58,8.97,0.06,212.82,10.7,0.06,209.65,9.63,0.05,204.75,8.86,0.02,206.02,7.75,0.03,198.98,9.32,0.01,196.08,9.08,0.02,186.65,10.99,0.07,182.38,8.88,0.09,169.42,9.04,0.15,162.8,14.21,0.19,150.57,14.44,0.25,140.65,11.86,0.3,134.55,15.6,0.33,125.3,15.42,0.37
29,1029,-106.07921745,39.48050813,Southwest,COLORADO,Breckenridge Ski Area,360,7.41886856,,216.06,1.8,222.85,7.98,0.03,229.45,9.26,0.06,225.5,8.12,0.04,228.15,10.81,0.06,228.62,9.08,0.06,229.88,9.69,0.06,227.58,8.83,0.05,220.58,8.86,0.02,221.78,8.65,0.03,217.72,8.61,0.01,213.62,6.38,0.01,205.02,10.84,0.05,201.5,7.22,0.07,192.0,6.51,0.11,185.12,10.56,0.14,176.92,10.35,0.18,169.45,9.14,0.22,164.25,11.34,0.24,156.9,11.09,0.27
30,1030,-106.86994988,39.1917498,Southwest,COLORADO,Buttermilk Ski Area,354,20.90749253,,183.68,1.83,187.52,12.5,0.02,197.6,10.5,0.08,194.8,11.52,0.06,196.1,11.61,0.07,194.52,10.6,0.06,197.62,13.62,0.08,189.9,12.31,0.03,188.92,10.06,0.03,189.8,8.84,0.03,181.4,11.62,0.01,175.7,13.07,0.04,166.9,13.28,0.09,160.55,11.53,0.13,147.72,13.17,0.2,139.35,14.74,0.24,127.1,15.79,0.31,117.42,17.0,0.36,109.42,18.51,0.4,99.5,17.53,0.46
31,1031,-106.28792491,39.35660754,Southwest,COLORADO,Cooper Hill Ski Area,371,7.58359853,,200.12,1.34,205.68,10.06,0.03,214.62,9.19,0.07,210.8,9.46,0.05,212.18,9.75,0.06,211.58,8.97,0.06,212.82,10.7,0.06,209.65,9.63,0.05,204.75,8.86,0.02,206.02,7.75,0.03,198.98,9.32,0.01,196.08,9.08,0.02,186.65,10.99,0.07,182.38,8.88,0.09,169.42,9.04,0.15,162.8,14.21,0.19,150.57,14.44,0.25,140.65,11.86,0.3,134.55,15.6,0.33,125.3,15.42,0.37
32,1032,-106.15935287,39.48244568,Southwest,COLORADO,Copper Mountain Ski Area,360,1.20217165,,216.06,1.8,222.85,7.98,0.03,229.45,9.26,0.06,225.5,8.12,0.04,228.15,10.81,0.06,228.62,9.08,0.06,229.88,9.69,0.06,227.58,8.83,0.05,220.58,8.86,0.02,221.78,8.65,0.03,217.72,8.61,0.01,213.62,6.38,0.01,205.02,10.84,0.05,201.5,7.22,0.07,192.0,6.51,0.11,185.12,10.56,0.14,176.92,10.35,0.18,169.45,9.14,0.22,164.25,11.34,0.24,156.9,11.09,0.27
33,1033,-106.94521078,38.89902452,Southwest,COLORADO,Crested Butte Ski Area,351,1.07539112,,183.68,1.83,187.52,12.5,0.02,197.6,10.5,0.08,194.8,11.52,0.06,196.1,11.61,0.07,194.52,10.6,0.06,197.62,13.62,0.08,189.9,12.31,0.03,188.92,10.06,0.03,189.8,8.84,0.03,181.4,11.62,0.01,175.7,13.07,0.04,166.9,13.28,0.09,160.55,11.53,0.13,147.72,13.17,0.2,139.35,14.74,0.24,127.1,15.79,0.31,117.42,17.0,0.36,109.42,18.51,0.4,99.5,17.53,0.46
34,1034,-105.77611715,39.96602151,Southwest,COLORADO,Idlewild Ski Area,376,8.47742016,,180.4,1.1,186.55,10.94,0.03,193.32,9.48,0.07,191.18,9.32,0.06,191.02,9.54,0.06,188.8,7.52,0.05,193.12,10.47,0.07,187.08,9.63,0.04,184.18,9.09,0.02,185.82,7.17,0.03,179.15,8.48,0.01,174.2,9.52,0.03,165.68,10.04,0.08,162.3,9.08,0.1,150.12,11.18,0.17,143.9,13.71,0.2,133.65,13.0,0.26,125.0,13.8,0.31,118.68,14.8,0.34,112.6,15.54,0.38
35,1035,-105.57767569,39.9287429,Southwest,COLORADO,Jenny Creek Ski Area,386,1.59460211,,156.69,2.19,161.5,11.92,0.03,168.1,9.94,0.07,167.52,9.03,0.07,167.08,11.49,0.07,164.7,8.84,0.05,168.6,11.51,0.08,161.28,10.47,0.03,160.22,10.6,0.02,161.1,7.62,0.03,154.0,9.86,0.02,149.48,12.09,0.05,141.05,10.74,0.1,135.8,10.45,0.13,126.32,11.81,0.19,116.98,15.63,0.25,106.42,15.18,0.32,99.6,16.57,0.36,92.35,15.98,0.41,85.05,16.41,0.46
36,1036,-105.93976499,39.5736646,Southwest,COLORADO,Keystone Ski Area,374,10.1763435,,216.06,1.8,222.85,7.98,0.03,229.45,9.26,0.06,225.5,8.12,0.04,228.15,10.81,0.06,228.62,9.08,0.06,229.88,9.69,0.06,227.58,8.83,0.05,220.58,8.86,0.02,221.78,8.65,0.03,217.72,8.61,0.01,213.62,6.38,0.01,205.02,10.84,0.05,201.5,7.22,0.07,192.0,6.51,0.11,185.12,10.56,0.14,176.92,10.35,0.18,169.45,9.14,0.22,164.25,11.34,0.24,156.9,11.09,0.27
37,1037,-105.59732185,39.94170577,Southwest,COLORADO,Lake Eldora Ski Area,386,0.61795057,,156.69,2.19,161.5,11.92,0.03,168.1,9.94,0.07,167.52,9.03,0.07,167.08,11.49,0.07,164.7,8.84,0.05,168.6,11.51,0.08,161.28,10.47,0.03,160.22,10.6,0.02,161.1,7.62,0.03,154.0,9.86,0.02,149.48,12.09,0.05,141.05,10.74,0.1,135.8,10.45,0.13,126.32,11.81,0.19,116.98,15.63,0.25,106.42,15.18,0.32,99.6,16.57,0.36,92.35,15.98,0.41,85.05,16.41,0.46
38,1038,-105.90070809,39.67851226,Southwest,COLORADO,Loveland Ski Area,393,0.94682619,,216.06,1.8,222.85,7.98,0.03,229.45,9.26,0.06,225.5,8.12,0.04,228.15,10.81,0.06,228.62,9.08,0.06,229.88,9.69,0.06,227.58,8.83,0.05,220.58,8.86,0.02,221.78,8.65,0.03,217.72,8.61,0.01,213.62,6.38,0.01,205.02,10.84,0.05,201.5,7.22,0.07,192.0,6.51,0.11,185.12,10.56,0.14,176.92,10.35,0.18,169.45,9.14,0.22,164.25,11.34,0.24,156.9,11.09,0.27
39,1039,-105.77913338,39.8570112,Southwest,COLORADO,Mary Jane Ski Area,343,6.33041319,,180.4,1.1,186.55,10.94,0.03,193.32,9.48,0.07,191.18,9.32,0.06,191.02,9.54,0.06,188.8,7.52,0.05,193.12,10.47,0.07,187.08,9.63,0.04,184.18,9.09,0.02,185.82,7.17,0.03,179.15,8.48,0.01,174.2,9.52,0.03,165.68,10.04,0.08,162.3,9.08,0.1,150.12,11.18,0.17,143.9,13.71,0.2,133.65,13.0,0.26,125.0,13.8,0.31,118.68,14.8,0.34,112.6,15.54,0.38
40,1040,-106.33540547,38.5093765,Southwest,COLORADO,Monarch Ski Area,414,2.18372924,,184.92,1.23,189.35,9.88,0.02,198.35,9.16,0.07,195.02,9.62,0.05,196.4,10.49,0.06,195.98,8.45,0.06,197.2,10.39,0.07,191.2,10.58,0.03,190.1,8.72,0.03,190.18,7.53,0.03,182.5,8.55,0.01,179.7,10.24,0.03,170.62,11.0,0.08,165.95,8.98,0.1,154.1,10.49,0.17,148.0,12.96,0.2,138.07,14.27,0.25,128.43,12.94,0.31,122.25,15.26,0.34,113.65,15.72,0.39
41,1041,-108.15387181,39.06018769,Southwest,COLORADO,Powderhorn Ski Area,399,7.64229481,,103.16,3.26,108.08,13.78,0.05,113.35,10.8,0.1,113.95,11.86,0.1,110.55,12.79,0.07,110.72,12.45,0.07,117.15,13.55,0.14,106.18,10.62,0.03,106.08,11.47,0.03,108.25,11.3,0.05,100.02,10.47,0.03,93.4,12.57,0.09,86.65,12.7,0.16,80.08,14.33,0.22,74.45,9.79,0.28,60.25,10.18,0.42,52.22,12.85,0.49,46.68,12.68,0.55,39.05,11.39,0.62,31.12,11.65,0.7
42,1042,-107.8278404,37.63160792,Southwest,COLORADO,Purgatory Ski Area,353,2.52334959,,158.25,2.3,163.28,12.96,0.03,171.6,11.73,0.08,168.58,12.29,0.07,169.02,14.26,0.07,168.0,12.32,0.06,174.05,14.43,0.1,162.32,13.25,0.03,161.18,10.72,0.02,165.6,10.03,0.05,155.1,10.86,0.02,149.07,12.39,0.06,138.5,13.99,0.12,131.25,13.28,0.17,121.1,15.11,0.23,108.5,15.1,0.31,96.1,15.15,0.39,86.82,17.11,0.45,78.25,17.61,0.51,69.38,16.87,0.56
43,1043,-105.90312082,40.04039352,Southwest,COLORADO,Silver Creek Ski Area,376,12.28266808,,180.4,1.1,186.55,10.94,0.03,193.32,9.48,0.07,191.18,9.32,0.06,191.02,9.54,0.06,188.8,7.52,0.05,193.12,10.47,0.07,187.08,9.63,0.04,184.18,9.09,0.02,185.82,7.17,0.03,179.15,8.48,0.01,174.2,9.52,0.03,165.68,10.04,0.08,162.3,9.08,0.1,150.12,11.18,0.17,143.9,13.71,0.2,133.65,13.0,0.26,125.0,13.8,0.31,118.68,14.8,0.34,112.6,15.54,0.38
44,1044,-107.65584749,37.87443083,Southwest,COLORADO,Silverton Mountain Ski Area,417,4.80781853,,188.74,2.12,191.7,12.66,0.02,202.02,12.68,0.07,200.1,12.3,0.06,201.32,12.81,0.07,201.05,12.78,0.07,203.88,15.0,0.08,197.4,13.25,0.05,194.5,10.59,0.03,194.8,9.53,0.03,186.62,11.53,0.01,180.52,12.61,0.04,171.68,15.4,0.09,163.7,12.95,0.13,151.88,13.6,0.2,142.48,16.77,0.25,128.62,18.08,0.32,116.35,17.26,0.38,107.72,19.64,0.43,97.92,18.94,0.48
45,1045,-106.94711263,39.189171,Southwest,COLORADO,Snowmass Ski Area,409,19.82260771,,183.68,1.83,187.52,12.5,0.02,197.6,10.5,0.08,194.8,11.52,0.06,196.1,11.61,0.07,194.52,10.6,0.06,197.62,13.62,0.08,189.9,12.31,0.03,188.92,10.06,0.03,189.8,8.84,0.03,181.4,11.62,0.01,175.7,13.07,0.04,166.9,13.28,0.09,160.55,11.53,0.13,147.72,13.17,0.2,139.35,14.74,0.24,127.1,15.79,0.31,117.42,17.0,0.36,109.42,18.51,0.4,99.5,17.53,0.46
